ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_ID
7250,1667.0,110.0,360.0,0.0,0,4.700480365792417,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002362
14880,0.0,96.0,360.0,1.0,1,4.564348191467836,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002364
2666,4300.0,121.0,360.0,1.0,1,4.795790545596741,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002366
4606,0.0,81.0,360.0,1.0,0,4.394449154672439,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,LP002367
5935,0.0,133.0,360.0,1.0,1,4.890349128221754,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002368
2920,16.12000084,87.0,360.0,1.0,1,4.465908118654584,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002369
2717,0.0,60.0,180.0,1.0,1,4.0943445622221,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,LP002370
8624,0.0,150.0,360.0,1.0,1,5.0106352940962555,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,LP002377
6500,0.0,105.0,360.0,0.0,0,4.653960350157523,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002379
12876,0.0,405.0,360.0,1.0,1,6.003887067106539,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002386
2425,2340.0,143.0,360.0,1.0,1,4.962844630259907,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002387
3750,0.0,100.0,360.0,1.0,1,4.605170185988092,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002390
10047,0.0,128.0,240.0,1.0,1,4.852030263919617,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002393
1926,1851.0,50.0,360.0,1.0,1,3.912023005428146,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002398
2213,1125.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002401
10416,0.0,187.0,360.0,0.0,0,5.231108616854587,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002403
7142,0.0,138.0,360.0,1.0,1,4.927253685157205,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,LP002407
3660,5064.0,187.0,360.0,1.0,1,5.231108616854587,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002408
7901,1833.0,180.0,360.0,1.0,1,5.19295685089021,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002409
4707,1993.0,148.0,360.0,1.0,1,4.997212273764115,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,LP002418
37719,0.0,152.0,360.0,1.0,1,5.0238805208462765,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002422
7333,8333.0,175.0,300.0,1.0,1,5.1647859739235145,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002424
3466,1210.0,130.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,LP002429
4652,0.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002434
3539,1376.0,55.0,360.0,1.0,0,4.007333185232471,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002435
3340,1710.0,150.0,360.0,0.0,0,5.0106352940962555,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002443
2769,1542.0,190.0,360.0,1.0,0,5.247024072160486,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,LP002444
2309,1255.0,125.0,360.0,0.0,0,4.8283137373023015,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002446
1958,1456.0,60.0,300.0,1.0,1,4.0943445622221,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,LP002447
3948,1733.0,149.0,360.0,0.0,0,5.003946305945459,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002448
2483,2466.0,90.0,180.0,0.0,1,4.499809670330265,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002449
7085,0.0,84.0,360.0,1.0,1,4.430816798843313,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,LP002453
3859,0.0,96.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002455
4301,0.0,118.0,360.0,1.0,1,4.770684624465665,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002459
3708,2569.0,173.0,360.0,1.0,0,5.153291594497779,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002467
4354,0.0,136.0,360.0,1.0,1,4.912654885736052,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002472
8334,0.0,160.0,360.0,1.0,0,5.075173815233827,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002473
2083,4083.0,160.0,360.0,1.0,1,5.075173815233827,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,LP002478
7740,0.0,128.0,180.0,1.0,1,4.852030263919617,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002484
3015,2188.0,153.0,360.0,1.0,1,5.030437921392435,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002487
5191,0.0,132.0,360.0,1.0,1,4.882801922586371,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,LP002489
4166,0.0,98.0,360.0,0.0,0,4.584967478670572,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002493
6000,0.0,140.0,360.0,1.0,1,4.941642422609304,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002494
2947,1664.0,70.0,180.0,0.0,0,4.248495242049359,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,LP002500
16692,0.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002501
210,2917.0,98.0,360.0,1.0,1,4.584967478670572,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002502
4333,2451.0,110.0,360.0,1.0,0,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002505
3450,2079.0,162.0,360.0,1.0,1,5.087596335232384,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002515
2653,1500.0,113.0,180.0,0.0,0,4.727387818712341,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,LP002517
4691,0.0,100.0,360.0,1.0,1,4.605170185988092,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002519
2500,0.0,93.0,360.0,1.0,1,4.532599493153256,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,LP002522
5532,4648.0,162.0,360.0,1.0,1,5.087596335232384,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002524
16525,1014.0,150.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002527
6700,1750.0,230.0,300.0,1.0,1,5.438079308923196,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002529
2873,1872.0,132.0,360.0,0.0,0,4.882801922586371,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002530
16667,2250.0,86.0,360.0,1.0,1,4.454347296253507,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002531
2947,1603.0,128.0,360.0,1.0,0,4.852030263919617,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002533
4350,0.0,154.0,360.0,1.0,1,5.0369526024136295,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002534
3095,0.0,113.0,360.0,1.0,1,4.727387818712341,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,LP002536
2083,3150.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002537
10833,0.0,234.0,360.0,1.0,1,5.455321115357702,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002541
8333,0.0,246.0,360.0,1.0,1,5.5053315359323625,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002543
1958,2436.0,131.0,360.0,1.0,1,4.875197323201151,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,LP002544
3547,0.0,80.0,360.0,0.0,0,4.382026634673881,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002545
18333,0.0,500.0,360.0,1.0,0,6.214608098422191,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002547
4583,2083.0,160.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,LP002555
2435,0.0,75.0,360.0,1.0,0,4.31748811353631,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002556
2699,2785.0,96.0,360.0,1.0,1,4.564348191467836,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002560
5333,1131.0,186.0,360.0,1.0,1,5.225746673713202,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002562
3691,0.0,110.0,360.0,1.0,1,4.700480365792417,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002571
17263,0.0,225.0,360.0,1.0,1,5.41610040220442,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,LP002582
3597,2157.0,119.0,360.0,0.0,0,4.77912349311153,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002585
3326,913.0,105.0,84.0,1.0,1,4.653960350157523,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002586
2600,1700.0,107.0,360.0,1.0,1,4.672828834461906,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002587
4625,2857.0,111.0,12.0,1.0,1,4.709530201312334,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002588
2895,0.0,95.0,360.0,1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002600
6283,4416.0,209.0,360.0,0.0,0,5.342334251964811,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002602
645,3683.0,113.0,480.0,1.0,1,4.727387818712341,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002603
3159,0.0,100.0,360.0,1.0,1,4.605170185988092,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002606
4865,5624.0,208.0,360.0,1.0,1,5.337538079701318,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002615
4050,5302.0,138.0,360.0,1.0,0,4.927253685157205,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,LP002618
3814,1483.0,124.0,300.0,1.0,1,4.820281565605037,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002619
3510,4416.0,243.0,360.0,1.0,1,5.493061443340548,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,LP002622
20833,6667.0,480.0,360.0,1.0,1,6.173786103901937,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002624
3583,0.0,96.0,360.0,1.0,0,4.564348191467836,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002625
2479,3013.0,188.0,360.0,1.0,1,5.236441962829949,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,LP002626
13262,0.0,40.0,360.0,1.0,1,3.6888794541139363,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,LP002634
3598,1287.0,100.0,360.0,1.0,0,4.605170185988092,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002637
6065,2004.0,250.0,360.0,1.0,1,5.521460917862246,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002640
3283,2035.0,148.0,360.0,1.0,1,4.997212273764115,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002643
2130,6666.0,70.0,180.0,1.0,0,4.248495242049359,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002648
5815,3666.0,311.0,360.0,1.0,0,5.739792912179234,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002652
3466,3428.0,150.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002659
2031,1632.0,113.0,480.0,1.0,1,4.727387818712341,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002670
3074,1800.0,123.0,360.0,0.0,0,4.812184355372417,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002682
4683,1915.0,185.0,360.0,1.0,0,5.220355825078324,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002683
3400,0.0,95.0,360.0,1.0,0,4.553876891600541,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002684
2192,1742.0,45.0,360.0,1.0,1,3.8066624897703196,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002689
2500,0.0,55.0,360.0,1.0,1,4.007333185232471,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002690
5677,1424.0,100.0,360.0,1.0,1,4.605170185988092,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,LP002692
7948,7166.0,480.0,360.0,1.0,1,6.173786103901937,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002693
4680,2087.0,128.0,360.0,1.0,0,4.852030263919617,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002697
17500,0.0,400.0,360.0,1.0,1,5.991464547107982,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002699
3775,0.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002705
5285,1430.0,161.0,360.0,0.0,1,5.081404364984463,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,LP002706
2679,1302.0,94.0,360.0,1.0,1,4.543294782270004,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,LP002714
6783,0.0,130.0,360.0,1.0,1,4.867534450455582,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002716
1025,5500.0,216.0,360.0,1.0,1,5.375278407684165,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002717
4281,0.0,100.0,360.0,1.0,1,4.605170185988092,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002720
3588,0.0,110.0,360.0,0.0,0,4.700480365792417,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,LP002723
11250,0.0,196.0,360.0,1.0,0,5.278114659230517,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002729
18165,0.0,125.0,360.0,1.0,1,4.8283137373023015,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,LP002731
2550,2042.0,126.0,360.0,1.0,1,4.836281906951478,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002732
6133,3906.0,324.0,360.0,1.0,1,5.780743515792329,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002734
3617,0.0,107.0,360.0,1.0,1,4.672828834461906,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,LP002738
2917,536.0,66.0,360.0,1.0,0,4.189654742026425,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002739
6417,0.0,157.0,180.0,1.0,1,5.056245805348308,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002740
4608,2845.0,140.0,180.0,1.0,1,4.941642422609304,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002741
2138,0.0,99.0,360.0,0.0,0,4.59511985013459,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002743
3652,0.0,95.0,360.0,1.0,1,4.553876891600541,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,LP002753
2239,2524.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,LP002755
3017,663.0,102.0,360.0,1.0,1,4.624972813284271,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,LP002757
2768,1950.0,155.0,360.0,1.0,1,5.043425116919247,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002767
3358,0.0,80.0,36.0,1.0,0,4.382026634673881,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002768
2526,1783.0,145.0,360.0,1.0,1,4.976733742420574,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002772
5000,0.0,103.0,360.0,0.0,0,4.634728988229636,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002776
2785,2016.0,110.0,360.0,1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002777
6633,0.0,128.0,360.0,0.0,0,4.852030263919617,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,LP002778
2492,2375.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,LP002784
3333,3250.0,158.0,360.0,1.0,1,5.062595033026967,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002785
2454,2333.0,181.0,360.0,0.0,0,5.198497031265826,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002788
3593,4266.0,132.0,180.0,0.0,0,4.882801922586371,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002789
5468,1032.0,26.0,360.0,1.0,1,3.258096538021482,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002792
2667,1625.0,84.0,360.0,1.0,1,4.430816798843313,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002794
10139,0.0,260.0,360.0,1.0,1,5.560681631015528,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,LP002795
3887,2669.0,162.0,360.0,1.0,1,5.087596335232384,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002798
4180,2306.0,182.0,360.0,1.0,1,5.204006687076795,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002804
3675,242.0,108.0,360.0,1.0,1,4.68213122712422,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002807
19484,0.0,600.0,360.0,1.0,1,6.396929655216146,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,LP002813
5923,2054.0,211.0,360.0,1.0,1,5.351858133476067,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002820
5800,0.0,132.0,360.0,1.0,1,4.882801922586371,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,LP002821
8799,0.0,258.0,360.0,0.0,0,5.552959584921617,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002832
4467,0.0,120.0,360.0,1.0,1,4.787491742782046,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002833
3333,0.0,70.0,360.0,1.0,1,4.248495242049359,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002836
3400,2500.0,123.0,360.0,0.0,0,4.812184355372417,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002837
2378,0.0,9.0,360.0,1.0,0,2.1972245773362196,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002840
3166,2064.0,104.0,360.0,0.0,0,4.6443908991413725,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002841
3417,1750.0,186.0,360.0,1.0,1,5.225746673713202,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002842
5116,1451.0,165.0,360.0,0.0,0,5.10594547390058,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002847
16666,0.0,275.0,360.0,1.0,1,5.616771097666572,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002855
6125,1625.0,187.0,480.0,1.0,0,5.231108616854587,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,LP002862
6406,0.0,150.0,360.0,1.0,0,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,LP002863
3159,461.0,108.0,84.0,1.0,1,4.68213122712422,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002868
3087,2210.0,136.0,360.0,0.0,0,4.912654885736052,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002872
3229,2739.0,110.0,360.0,1.0,1,4.700480365792417,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002874
1782,2232.0,107.0,360.0,1.0,1,4.672828834461906,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002877
3182,2917.0,161.0,360.0,1.0,1,5.081404364984463,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002888
6540,0.0,205.0,360.0,1.0,1,5.3230099791384085,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,LP002892
1836,33837.0,90.0,360.0,1.0,0,4.499809670330265,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,LP002893
3166,0.0,36.0,360.0,1.0,1,3.58351893845611,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002894
1880,0.0,61.0,360.0,1.0,0,4.110873864173311,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002898
2787,1917.0,146.0,360.0,0.0,0,4.983606621708336,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002911
4283,3000.0,172.0,84.0,1.0,0,5.147494476813453,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,LP002912
2297,1522.0,104.0,360.0,1.0,1,4.6443908991413725,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,LP002916
2165,0.0,70.0,360.0,1.0,1,4.248495242049359,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,LP002917
4750,0.0,94.0,360.0,1.0,1,4.543294782270004,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002925
2726,0.0,106.0,360.0,0.0,0,4.663439094112067,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,LP002926
3000,3416.0,56.0,180.0,1.0,1,4.02535169073515,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,LP002928
6000,0.0,205.0,240.0,1.0,0,5.3230099791384085,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,LP002931
9357,0.0,292.0,360.0,1.0,1,5.676753802268282,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,LP002933
3859,3300.0,142.0,180.0,1.0,1,4.955827057601261,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002936
16120,0.0,260.0,360.0,1.0,1,5.560681631015528,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,LP002938
3833,0.0,110.0,360.0,1.0,1,4.700480365792417,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,LP002940
6383,1000.0,187.0,360.0,1.0,0,5.231108616854587,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,LP002941
2987,0.0,88.0,360.0,0.0,0,4.477336814478207,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,LP002943
9963,0.0,180.0,360.0,1.0,1,5.19295685089021,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,LP002945
5780,0.0,192.0,360.0,1.0,1,5.2574953720277815,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002948
416,41667.0,350.0,180.0,1.0,0,5.857933154483459,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,LP002949
2894,2792.0,155.0,360.0,1.0,1,5.043425116919247,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,LP002950
5703,0.0,128.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,LP002953
3676,4301.0,172.0,360.0,1.0,1,5.147494476813453,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002958
12000,0.0,496.0,360.0,1.0,1,6.206575926724928,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002959
2400,3800.0,128.0,180.0,1.0,0,4.852030263919617,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,LP002960
3400,2500.0,173.0,360.0,1.0,1,5.153291594497779,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,LP002961
3987,1411.0,157.0,360.0,1.0,1,5.056245805348308,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,LP002964
3232,1950.0,108.0,360.0,1.0,1,4.68213122712422,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,LP002974
2900,0.0,71.0,360.0,1.0,1,4.2626798770413155,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,LP002978
4106,0.0,40.0,180.0,1.0,1,3.6888794541139363,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,LP002979
8072,240.0,253.0,360.0,1.0,1,5.53338948872752,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,LP002983
7583,0.0,187.0,360.0,1.0,1,5.231108616854587,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,LP002984
4583,0.0,133.0,360.0,0.0,0,4.890349128221754,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,LP002990
